#tissue.id	Term	go.id	go.term
BTO:0000227	central_nervous_system	GO:0021841	chemoattraction involved in interneuron migration from the subpallium to the cortex
BTO:0000227	central_nervous_system	GO:0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex
BTO:0000227	central_nervous_system	GO:0021843	substrate-independent telencephalic tangential interneuron migration
BTO:0000227	central_nervous_system	GO:0021844	interneuron sorting involved in substrate-independent cerebral cortex tangential migration
BTO:0000227	central_nervous_system	GO:0021845	neurotransmitter-mediated guidance of interneurons involved in substrate-independent cerebral cortex tangential migration
BTO:0000227	central_nervous_system	GO:0021846	cell proliferation in forebrain
BTO:0000227	central_nervous_system	GO:0021847	ventricular zone neuroblast division
BTO:0000227	central_nervous_system	GO:0021848	neuroblast division in subpallium
BTO:0000227	central_nervous_system	GO:0021849	neuroblast division in subventricular zone
BTO:0000227	central_nervous_system	GO:0021850	subpallium glioblast cell division
BTO:0000227	central_nervous_system	GO:0021851	neuroblast division in dorsal lateral ganglionic eminence
BTO:0000227	central_nervous_system	GO:0021852	pyramidal neuron migration
BTO:0000227	central_nervous_system	GO:0021853	cerebral cortex GABAergic interneuron migration
BTO:0000227	central_nervous_system	GO:0021854	hypothalamus development
BTO:0000227	central_nervous_system	GO:0021855	hypothalamus cell migration
BTO:0000227	central_nervous_system	GO:0021856	hypothalamic tangential migration using cell-axon interactions
BTO:0000227	central_nervous_system	GO:0021860	pyramidal neuron development
BTO:0000227	central_nervous_system	GO:0021861	forebrain radial glial cell differentiation
BTO:0000227	central_nervous_system	GO:0021862	early neuron differentiation in forebrain
BTO:0000227	central_nervous_system	GO:0021863	forebrain neuroblast differentiation
BTO:0000227	central_nervous_system	GO:0021864	radial glial cell division in forebrain
BTO:0000227	central_nervous_system	GO:0021865	symmetric radial glial cell division in forebrain
BTO:0000227	central_nervous_system	GO:0021866	asymmetric radial glial cell division in forebrain
BTO:0000227	central_nervous_system	GO:0021867	neuron-producing asymmetric radial glial cell division in forebrain
BTO:0000227	central_nervous_system	GO:0021868	ventricular zone cell-producing asymmetric radial glial cell division in forebrain
BTO:0000227	central_nervous_system	GO:0021869	forebrain ventricular zone progenitor cell division
BTO:0000227	central_nervous_system	GO:0021870	Cajal-Retzius cell differentiation
BTO:0000227	central_nervous_system	GO:0021871	forebrain regionalization
BTO:0000227	central_nervous_system	GO:0021872	forebrain generation of neurons
BTO:0000227	central_nervous_system	GO:0021873	forebrain neuroblast division
BTO:0000227	central_nervous_system	GO:0021874	Wnt receptor signaling pathway involved in forebrain neuroblast division
BTO:0000227	central_nervous_system	GO:0021875	fibroblast growth factor receptor signaling pathway involved in forebrain neuroblast division
BTO:0000227	central_nervous_system	GO:0021876	Notch signaling pathway involved in forebrain neuroblast division
BTO:0000227	central_nervous_system	GO:0021877	forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021878	forebrain astrocyte fate commitment
BTO:0000227	central_nervous_system	GO:0021879	forebrain neuron differentiation
BTO:0000227	central_nervous_system	GO:0021880	Notch signaling pathway involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021881	Wnt receptor signaling pathway involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021882	regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021883	cell cycle arrest of committed forebrain neuronal progenitor cell
BTO:0000227	central_nervous_system	GO:0021884	forebrain neuron development
BTO:0000227	central_nervous_system	GO:0021885	forebrain cell migration
BTO:0000227	central_nervous_system	GO:0021886	hypothalamus gonadotrophin-releasing hormone neuron differentiation
BTO:0000227	central_nervous_system	GO:0021887	hypothalamus gonadotrophin-releasing hormone neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021888	hypothalamus gonadotrophin-releasing hormone neuron development
BTO:0000227	central_nervous_system	GO:0021889	olfactory bulb interneuron differentiation
BTO:0000227	central_nervous_system	GO:0021890	olfactory bulb interneuron fate commitment
BTO:0000227	central_nervous_system	GO:0021891	olfactory bulb interneuron development
BTO:0000227	central_nervous_system	GO:0021892	cerebral cortex GABAergic interneuron differentiation
BTO:0000227	central_nervous_system	GO:0021893	cerebral cortex GABAergic interneuron fate commitment
BTO:0000227	central_nervous_system	GO:0021894	cerebral cortex GABAergic interneuron development
BTO:0000227	central_nervous_system	GO:0021895	cerebral cortex neuron differentiation
BTO:0000227	central_nervous_system	GO:0021896	forebrain astrocyte differentiation
BTO:0000227	central_nervous_system	GO:0021897	forebrain astrocyte development
BTO:0000227	central_nervous_system	GO:0021898	commitment of multipotent stem cells to neuronal lineage in forebrain
BTO:0000227	central_nervous_system	GO:0021899	fibroblast growth factor receptor signaling pathway involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021900	ventricular zone cell fate commitment
BTO:0000227	central_nervous_system	GO:0021901	early neuron fate commitment in forebrain
BTO:0000227	central_nervous_system	GO:0021902	commitment of neuronal cell to specific neuron type in forebrain
BTO:0000227	central_nervous_system	GO:0021907	fibroblast growth factor receptor signaling pathway involved in spinal cord anterior/posterior pattern formation
BTO:0000227	central_nervous_system	GO:0021908	retinoic acid receptor signaling pathway involved in spinal cord anterior/posterior pattern formation
BTO:0000227	central_nervous_system	GO:0021909	regulation of transcription from RNA polymerase II promoter involved in spinal cord anterior-posterior patterning
BTO:0000227	central_nervous_system	GO:0021910	smoothened signaling pathway involved in ventral spinal cord patterning
BTO:0000227	central_nervous_system	GO:0021911	retinoic acid metabolic process in spinal cord anterior-posterior patterning
BTO:0000227	central_nervous_system	GO:0021912	regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification
BTO:0000227	central_nervous_system	GO:0021913	regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification
BTO:0000227	central_nervous_system	GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning
BTO:0000227	central_nervous_system	GO:0021916	inductive cell-cell signaling between paraxial mesoderm and motor neuron precursors
BTO:0000227	central_nervous_system	GO:0021917	somatic motor neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021918	regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment
BTO:0000227	central_nervous_system	GO:0021919	BMP signaling pathway involved in spinal cord dorsal/ventral patterning
BTO:0000227	central_nervous_system	GO:0021920	regulation of transcription from RNA polymerase II promoter involved in spinal cord association neuron specification
BTO:0000227	central_nervous_system	GO:0021921	regulation of cell proliferation in dorsal spinal cord
BTO:0000227	central_nervous_system	GO:0021922	Wnt receptor signaling pathway involved in regulation of cell proliferation in dorsal spinal cord
BTO:0000227	central_nervous_system	GO:0021923	cell proliferation in hindbrain ventricular zone
BTO:0000227	central_nervous_system	GO:0021924	cell proliferation in external granule layer
BTO:0000227	central_nervous_system	GO:0021925	cerebellar Purkinje cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021926	Golgi cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021927	deep nuclear neuron precursor proliferation
BTO:0000227	central_nervous_system	GO:0021928	basket cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021929	stellate cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021930	cerebellar granule cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021931	rostral hindbrain neuronal precursor cell proliferation
BTO:0000227	central_nervous_system	GO:0021932	hindbrain radial glia guided cell migration
BTO:0000227	central_nervous_system	GO:0021933	radial glia guided migration of cerebellar granule cell
BTO:0000227	central_nervous_system	GO:0021934	hindbrain tangential cell migration
BTO:0000227	central_nervous_system	GO:0021935	cerebellar granule cell precursor tangential migration
BTO:0000227	central_nervous_system	GO:0021936	regulation of cerebellar granule cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021937	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation
BTO:0000227	central_nervous_system	GO:0021938	smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation
BTO:0000227	central_nervous_system	GO:0021939	extracellular matrix-granule cell signaling involved in regulation of granule cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021940	positive regulation of cerebellar granule cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021941	negative regulation of cerebellar granule cell precursor proliferation
BTO:0000227	central_nervous_system	GO:0021942	radial glia guided migration of Purkinje cell
BTO:0000227	central_nervous_system	GO:0021943	formation of radial glial scaffolds
BTO:0000227	central_nervous_system	GO:0021944	neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration
BTO:0000227	central_nervous_system	GO:0021945	positive regulation of cerebellar granule cell migration by calcium
BTO:0000227	central_nervous_system	GO:0021946	deep nuclear neuron cell migration
BTO:0000227	central_nervous_system	GO:0021947	outward migration of deep nuclear neurons
BTO:0000227	central_nervous_system	GO:0021948	inward migration of deep nuclear neurons
BTO:0000227	central_nervous_system	GO:0021949	brainstem precerebellar neuron precursor migration
BTO:0000227	central_nervous_system	GO:0021950	chemorepulsion involved in precerebellar neuron migration
BTO:0000227	central_nervous_system	GO:0021951	chemoattraction involved in precerebellar neuron migration
BTO:0000227	central_nervous_system	GO:0021952	central nervous system projection neuron axonogenesis
BTO:0000227	central_nervous_system	GO:0021953	central nervous system neuron differentiation
BTO:0000227	central_nervous_system	GO:0021954	central nervous system neuron development
BTO:0000227	central_nervous_system	GO:0021955	central nervous system neuron axonogenesis
BTO:0000227	central_nervous_system	GO:0021956	central nervous system interneuron axonogenesis
BTO:0000227	central_nervous_system	GO:0021957	corticospinal tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021958	gracilis tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021959	cuneatus tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021960	anterior commissure morphogenesis
BTO:0000227	central_nervous_system	GO:0021961	posterior commissure morphogenesis
BTO:0000227	central_nervous_system	GO:0021962	vestibulospinal tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021963	spinothalamic tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021964	rubrospinal tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021965	spinal cord ventral commissure morphogenesis
BTO:0000227	central_nervous_system	GO:0021966	corticospinal neuron axon guidance
BTO:0000227	central_nervous_system	GO:0021967	corticospinal neuron axon guidance through the cerebral cortex
BTO:0000227	central_nervous_system	GO:0021968	corticospinal neuron axon guidance through the internal capsule
BTO:0000227	central_nervous_system	GO:0021969	corticospinal neuron axon guidance through the cerebral peduncle
BTO:0000227	central_nervous_system	GO:0021970	corticospinal neuron axon guidance through the basilar pons
BTO:0000227	central_nervous_system	GO:0021971	corticospinal neuron axon guidance through the medullary pyramid
BTO:0000227	central_nervous_system	GO:0021972	corticospinal neuron axon guidance through spinal cord
BTO:0000227	central_nervous_system	GO:0021973	corticospinal neuron axon decussation
BTO:0000227	central_nervous_system	GO:0021974	trigeminothalamic tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021975	pons reticulospinal tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021976	medulla reticulospinal tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021977	tectospinal tract morphogenesis
BTO:0000227	central_nervous_system	GO:0021978	telencephalon regionalization
BTO:0000227	central_nervous_system	GO:0021979	hypothalamus cell differentiation
BTO:0000227	central_nervous_system	GO:0021980	subpallium cell migration
BTO:0000227	central_nervous_system	GO:0021981	subpallium radially oriented migration
BTO:0000227	central_nervous_system	GO:0021982	pineal gland development
BTO:0000227	central_nervous_system	GO:0021983	pituitary gland development
BTO:0000227	central_nervous_system	GO:0021984	adenohypophysis development
BTO:0000227	central_nervous_system	GO:0021985	neurohypophysis development
BTO:0000227	central_nervous_system	GO:0021986	habenula development
BTO:0000227	central_nervous_system	GO:0021987	cerebral cortex development
BTO:0000227	central_nervous_system	GO:0021988	olfactory lobe development
BTO:0000227	central_nervous_system	GO:0021989	olfactory cortex development
BTO:0000227	central_nervous_system	GO:0022004	midbrain-hindbrain boundary maturation during brain development
BTO:0000227	central_nervous_system	GO:0022005	midbrain-hindbrain boundary maturation during neural plate development
BTO:0000227	central_nervous_system	GO:0022009	central nervous system vasculogenesis
BTO:0000227	central_nervous_system	GO:0022010	central nervous system myelination
BTO:0000227	central_nervous_system	GO:0022012	subpallium cell proliferation in forebrain
BTO:0000227	central_nervous_system	GO:0022013	pallium cell proliferation in forebrain
BTO:0000227	central_nervous_system	GO:0022014	radial glial cell division in subpallium
BTO:0000227	central_nervous_system	GO:0022015	radial glial cell division in pallium
BTO:0000227	central_nervous_system	GO:0022016	pallium glioblast division
BTO:0000227	central_nervous_system	GO:0022017	neuroblast division in pallium
BTO:0000227	central_nervous_system	GO:0022018	lateral ganglionic eminence cell proliferation
BTO:0000227	central_nervous_system	GO:0022019	dorsal lateral ganglionic eminence cell proliferation
BTO:0000227	central_nervous_system	GO:0022020	medial ganglionic eminence cell proliferation
BTO:0000227	central_nervous_system	GO:0022021	caudal ganglionic eminence cell proliferation
BTO:0000227	central_nervous_system	GO:0022022	septal cell proliferation
BTO:0000227	central_nervous_system	GO:0022023	radial glial cell fate commitment in forebrain
BTO:0000227	central_nervous_system	GO:0022024	BMP signaling pathway involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0022025	leukemia inhibitory factor signaling pathway involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0022026	epidermal growth factor signaling pathway involved in forebrain neuron fate commitment
BTO:0000227	central_nervous_system	GO:0022027	interkinetic nuclear migration
BTO:0000227	central_nervous_system	GO:0022028	tangential migration from the subventricular zone to the olfactory bulb
BTO:0000227	central_nervous_system	GO:0022029	telencephalon cell migration
BTO:0000227	central_nervous_system	GO:0022030	telencephalon glial cell migration
BTO:0000227	central_nervous_system	GO:0022031	telencephalon astrocyte cell migration
BTO:0000227	central_nervous_system	GO:0022032	telencephalon oligodendrocyte cell migration
BTO:0000227	central_nervous_system	GO:0022033	telencephalon microglial cell migration
BTO:0000227	central_nervous_system	GO:0022034	rhombomere cell proliferation
BTO:0000227	central_nervous_system	GO:0022035	rhombomere cell migration
BTO:0000227	central_nervous_system	GO:0022036	rhombomere cell differentiation
BTO:0000227	central_nervous_system	GO:0022037	metencephalon development
BTO:0000227	central_nervous_system	GO:0022038	corpus callosum development
BTO:0000227	central_nervous_system	GO:0030900	forebrain development
BTO:0000227	central_nervous_system	GO:0030901	midbrain development
BTO:0000227	central_nervous_system	GO:0030902	hindbrain development
BTO:0000227	central_nervous_system	GO:0030917	midbrain-hindbrain boundary development
BTO:0000227	central_nervous_system	GO:0032286	central nervous system myelin maintenance
BTO:0000227	central_nervous_system	GO:0032289	central nervous system myelin formation
BTO:0000227	central_nervous_system	GO:0032291	axon ensheathment in central nervous system
BTO:0000227	central_nervous_system	GO:0032293	non-myelinated axon ensheathment in central nervous system
BTO:0000227	central_nervous_system	GO:0033278	cell proliferation in midbrain
BTO:0000227	central_nervous_system	GO:0034429	tectobulbar tract morphogenesis
BTO:0000227	central_nervous_system	GO:0035193	larval central nervous system remodeling
BTO:0000227	central_nervous_system	GO:0035283	central nervous system segmentation
BTO:0000227	central_nervous_system	GO:0035284	brain segmentation
BTO:0000227	central_nervous_system	GO:0035462	determination of left/right asymmetry in diencephalon
BTO:0000227	central_nervous_system	GO:0035607	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development
BTO:0000227	central_nervous_system	GO:0035761	dorsal motor nucleus of vagus nerve maturation
BTO:0000227	central_nervous_system	GO:0035762	dorsal motor nucleus of vagus nerve morphogenesis
BTO:0000227	central_nervous_system	GO:0035763	dorsal motor nucleus of vagus nerve structural organization
BTO:0000227	central_nervous_system	GO:0035764	dorsal motor nucleus of vagus nerve formation
BTO:0000227	central_nervous_system	GO:0035765	motor neuron precursor migration involved in dorsal motor nucleus of vagus nerve formation
BTO:0000227	central_nervous_system	GO:0048036	central complex development
BTO:0000227	central_nervous_system	GO:0048143	astrocyte activation
BTO:0000227	central_nervous_system	GO:0048708	astrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048709	oligodendrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048710	regulation of astrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048711	positive regulation of astrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048712	negative regulation of astrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048713	regulation of oligodendrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048714	positive regulation of oligodendrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048715	negative regulation of oligodendrocyte differentiation
BTO:0000227	central_nervous_system	GO:0048847	adenohypophysis formation
BTO:0000227	central_nervous_system	GO:0048848	neurohypophysis morphogenesis
BTO:0000227	central_nervous_system	GO:0048849	neurohypophysis formation
BTO:0000227	central_nervous_system	GO:0048850	hypophysis morphogenesis
BTO:0000227	central_nervous_system	GO:0048851	hypophysis formation
BTO:0000227	central_nervous_system	GO:0048852	diencephalon morphogenesis
BTO:0000227	central_nervous_system	GO:0048853	forebrain morphogenesis
BTO:0000227	central_nervous_system	GO:0048854	brain morphogenesis
BTO:0000227	central_nervous_system	GO:0048855	adenohypophysis morphogenesis
BTO:0000227	central_nervous_system	GO:0048894	efferent axon development in a lateral line nerve
BTO:0000227	central_nervous_system	GO:0048911	efferent axon development in anterior lateral line nerve
BTO:0000227	central_nervous_system	GO:0048929	efferent axon development in posterior lateral line nerve
BTO:0000227	central_nervous_system	GO:0060018	astrocyte fate commitment
BTO:0000227	central_nervous_system	GO:0060020	Bergmann glial cell differentiation
BTO:0000227	central_nervous_system	GO:0060126	somatotropin secreting cell differentiation
BTO:0000227	central_nervous_system	GO:0060127	prolactin secreting cell differentiation
BTO:0000227	central_nervous_system	GO:0060128	corticotropin hormone secreting cell differentiation
BTO:0000227	central_nervous_system	GO:0060129	thyroid-stimulating hormone-secreting cell differentiation
BTO:0000227	central_nervous_system	GO:0060130	thyroid-stimulating hormone-secreting cell development
BTO:0000227	central_nervous_system	GO:0060131	corticotropin hormone secreting cell development
BTO:0000227	central_nervous_system	GO:0060132	prolactin secreting cell development
BTO:0000227	central_nervous_system	GO:0060133	somatotropin secreting cell development
BTO:0000227	central_nervous_system	GO:0060163	subpallium neuron fate commitment
BTO:0000227	central_nervous_system	GO:0060165	regulation of timing of subpallium neuron differentiation
BTO:0000227	central_nervous_system	GO:0060579	ventral spinal cord interneuron fate commitment
BTO:0000227	central_nervous_system	GO:0060580	ventral spinal cord interneuron fate determination
BTO:0000227	central_nervous_system	GO:0060895	retinoic acid receptor signaling pathway involved in spinal cord dorsal/ventral patterning
BTO:0000227	central_nervous_system	GO:0061034	olfactory bulb mitral cell layer development
BTO:0000227	central_nervous_system	GO:0061301	cerebellum vasculature morphogenesis
BTO:0000227	central_nervous_system	GO:0061373	mammillary axonal complex development
BTO:0000227	central_nervous_system	GO:0061374	mammillothalamic axonal tract development
BTO:0000227	central_nervous_system	GO:0061375	mammillotectal axonal tract development
BTO:0000227	central_nervous_system	GO:0061376	mammillotegmental axonal tract development
BTO:0000227	central_nervous_system	GO:0061378	corpora quadrigemina development
BTO:0000227	central_nervous_system	GO:0061379	inferior colliculus development
BTO:0000227	central_nervous_system	GO:0061380	superior colliculus development
BTO:0000227	central_nervous_system	GO:0061381	cell migration in diencephalon
BTO:0000227	central_nervous_system	GO:0071109	superior temporal gyrus development
BTO:0000043	cerebellar_cortex	GO:0021679	cerebellar molecular layer development
BTO:0000043	cerebellar_cortex	GO:0021680	cerebellar Purkinje cell layer development
BTO:0000043	cerebellar_cortex	GO:0021681	cerebellar granular layer development
BTO:0000043	cerebellar_cortex	GO:0021683	cerebellar granular layer morphogenesis
BTO:0000043	cerebellar_cortex	GO:0021684	cerebellar granular layer formation
BTO:0000043	cerebellar_cortex	GO:0021685	cerebellar granular layer structural organization
BTO:0000043	cerebellar_cortex	GO:0021686	cerebellar granular layer maturation
BTO:0000043	cerebellar_cortex	GO:0021687	cerebellar molecular layer morphogenesis
BTO:0000043	cerebellar_cortex	GO:0021688	cerebellar molecular layer formation
BTO:0000043	cerebellar_cortex	GO:0021689	cerebellar molecular layer structural organization
BTO:0000043	cerebellar_cortex	GO:0021690	cerebellar molecular layer maturation
BTO:0000043	cerebellar_cortex	GO:0021691	cerebellar Purkinje cell layer maturation
BTO:0000043	cerebellar_cortex	GO:0021692	cerebellar Purkinje cell layer morphogenesis
BTO:0000043	cerebellar_cortex	GO:0021693	cerebellar Purkinje cell layer structural organization
BTO:0000043	cerebellar_cortex	GO:0021694	cerebellar Purkinje cell layer formation
BTO:0000043	cerebellar_cortex	GO:0021695	cerebellar cortex development
BTO:0000043	cerebellar_cortex	GO:0021696	cerebellar cortex morphogenesis
BTO:0000043	cerebellar_cortex	GO:0021697	cerebellar cortex formation
BTO:0000043	cerebellar_cortex	GO:0021698	cerebellar cortex structural organization
BTO:0000043	cerebellar_cortex	GO:0021699	cerebellar cortex maturation
BTO:0000043	cerebellar_cortex	GO:0021701	cerebellar Golgi cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021702	cerebellar Purkinje cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021707	cerebellar granule cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021708	Lugaro cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021709	cerebellar basket cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021710	cerebellar stellate cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021711	cerebellar unipolar brush cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021712	candelabrum cell differentiation
BTO:0000043	cerebellar_cortex	GO:0021755	eurydendroid cell differentiation
BTO:0001011	cerebellar_purkinje_cell	GO:0003167	atrioventricular bundle cell differentiation
BTO:0001011	cerebellar_purkinje_cell	GO:0003168	cardiac Purkinje fiber cell differentiation
BTO:0001011	cerebellar_purkinje_cell	GO:0021680	cerebellar Purkinje cell layer development
BTO:0001011	cerebellar_purkinje_cell	GO:0021691	cerebellar Purkinje cell layer maturation
BTO:0001011	cerebellar_purkinje_cell	GO:0021692	cerebellar Purkinje cell layer morphogenesis
BTO:0001011	cerebellar_purkinje_cell	GO:0021693	cerebellar Purkinje cell layer structural organization
BTO:0001011	cerebellar_purkinje_cell	GO:0021694	cerebellar Purkinje cell layer formation
BTO:0001011	cerebellar_purkinje_cell	GO:0021702	cerebellar Purkinje cell differentiation
BTO:0001011	cerebellar_purkinje_cell	GO:0021712	candelabrum cell differentiation
BTO:0001011	cerebellar_purkinje_cell	GO:0021925	cerebellar Purkinje cell precursor proliferation
BTO:0001011	cerebellar_purkinje_cell	GO:0021937	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation
BTO:0001011	cerebellar_purkinje_cell	GO:0021938	smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation
BTO:0001011	cerebellar_purkinje_cell	GO:0021942	radial glia guided migration of Purkinje cell
BTO:0001011	cerebellar_purkinje_cell	GO:0060932	His-Purkinje system cell differentiation
BTO:0001011	cerebellar_purkinje_cell	GO:0060933	His-Purkinje system cell development
BTO:0001011	cerebellar_purkinje_cell	GO:0060934	His-Purkinje system cell fate commitment
BTO:0000232	cerebellum	GO:0021549	cerebellum development
BTO:0000232	cerebellum	GO:0021587	cerebellum morphogenesis
BTO:0000232	cerebellum	GO:0021588	cerebellum formation
BTO:0000232	cerebellum	GO:0021589	cerebellum structural organization
BTO:0000232	cerebellum	GO:0021590	cerebellum maturation
BTO:0000232	cerebellum	GO:0021679	cerebellar molecular layer development
BTO:0000232	cerebellum	GO:0021680	cerebellar Purkinje cell layer development
BTO:0000232	cerebellum	GO:0021681	cerebellar granular layer development
BTO:0000232	cerebellum	GO:0021683	cerebellar granular layer morphogenesis
BTO:0000232	cerebellum	GO:0021684	cerebellar granular layer formation
BTO:0000232	cerebellum	GO:0021685	cerebellar granular layer structural organization
BTO:0000232	cerebellum	GO:0021686	cerebellar granular layer maturation
BTO:0000232	cerebellum	GO:0021687	cerebellar molecular layer morphogenesis
BTO:0000232	cerebellum	GO:0021688	cerebellar molecular layer formation
BTO:0000232	cerebellum	GO:0021689	cerebellar molecular layer structural organization
BTO:0000232	cerebellum	GO:0021690	cerebellar molecular layer maturation
BTO:0000232	cerebellum	GO:0021691	cerebellar Purkinje cell layer maturation
BTO:0000232	cerebellum	GO:0021692	cerebellar Purkinje cell layer morphogenesis
BTO:0000232	cerebellum	GO:0021693	cerebellar Purkinje cell layer structural organization
BTO:0000232	cerebellum	GO:0021694	cerebellar Purkinje cell layer formation
BTO:0000232	cerebellum	GO:0021695	cerebellar cortex development
BTO:0000232	cerebellum	GO:0021696	cerebellar cortex morphogenesis
BTO:0000232	cerebellum	GO:0021697	cerebellar cortex formation
BTO:0000232	cerebellum	GO:0021698	cerebellar cortex structural organization
BTO:0000232	cerebellum	GO:0021699	cerebellar cortex maturation
BTO:0000232	cerebellum	GO:0021701	cerebellar Golgi cell differentiation
BTO:0000232	cerebellum	GO:0021702	cerebellar Purkinje cell differentiation
BTO:0000232	cerebellum	GO:0021707	cerebellar granule cell differentiation
BTO:0000232	cerebellum	GO:0021708	Lugaro cell differentiation
BTO:0000232	cerebellum	GO:0021709	cerebellar basket cell differentiation
BTO:0000232	cerebellum	GO:0021710	cerebellar stellate cell differentiation
BTO:0000232	cerebellum	GO:0021711	cerebellar unipolar brush cell differentiation
BTO:0000232	cerebellum	GO:0021712	candelabrum cell differentiation
BTO:0000232	cerebellum	GO:0021735	dentate nucleus development
BTO:0000232	cerebellum	GO:0021736	globose nucleus development
BTO:0000232	cerebellum	GO:0021737	emboliform nucleus development
BTO:0000232	cerebellum	GO:0021738	fastigial nucleus development
BTO:0000232	cerebellum	GO:0021755	eurydendroid cell differentiation
BTO:0000232	cerebellum	GO:0061300	cerebellum vasculature development
BTO:0000232	cerebellum	GO:0061301	cerebellum vasculature morphogenesis
BTO:0000233	cerebral_cortex	GO:0021795	cerebral cortex cell migration
BTO:0000233	cerebral_cortex	GO:0021796	cerebral cortex regionalization
BTO:0000233	cerebral_cortex	GO:0021799	cerebral cortex radially oriented cell migration
BTO:0000233	cerebral_cortex	GO:0021800	cerebral cortex tangential migration
BTO:0000233	cerebral_cortex	GO:0021801	cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021802	somal translocation
BTO:0000233	cerebral_cortex	GO:0021803	pial surface process extension
BTO:0000233	cerebral_cortex	GO:0021804	negative regulation of cell adhesion in ventricular zone
BTO:0000233	cerebral_cortex	GO:0021805	cell movement involved in somal translocation
BTO:0000233	cerebral_cortex	GO:0021806	initiation of movement involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021807	motogenic signaling initiating cell movement in cerebral cortex
BTO:0000233	cerebral_cortex	GO:0021808	cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration
BTO:0000233	cerebral_cortex	GO:0021809	neurotrophic factor signaling initiating cell movement, involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021810	neurotransmitter signaling initiating cell movement, involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021811	growth factor signaling initiating cell movement involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021812	neuronal-glial interaction involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021813	cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021814	cell motility involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021815	modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration
BTO:0000233	cerebral_cortex	GO:0021816	extension of a leading process involved in cell locomotion in cerebral cortex radial glia guided migration
